Timestamp, Temp(C), DO(mg/L), Salinity(PPT), pH, Status
2026-07-23 19:42:25, 19.95, 4.45, 27.01, 7.43, ALERT: Low Oxygen (4.45 mg/L) | Salinity Error (27.01 PPT) | pH Error (7.43)
2026-07-23 19:42:26, 25.21, 6.8, 30.54, 8.46, ALERT: Temp Error (25.21°C)
2026-07-23 19:42:27, 14.29, 7.32, 34.02, 7.22, ALERT: pH Error (7.22)
2026-07-23 19:42:28, 17.94, 5.05, 28.74, 8.75, ALERT: pH Error (8.75)
2026-07-23 19:42:29, 21.33, 7.62, 30.06, 7.19, ALERT: pH Error (7.19)
2026-07-23 19:42:30, 12.14, 7.07, 31.37, 8.27, ALERT: Temp Error (12.14°C)
2026-07-23 19:42:32, 23.28, 4.53, 35.2, 7.8, ALERT: Low Oxygen (4.53 mg/L)
2026-07-23 19:42:33, 13.91, 6.94, 36.26, 8.67, ALERT: Temp Error (13.91°C) | Salinity Error (36.26 PPT) | pH Error (8.67)
2026-07-23 19:42:34, 20.34, 5.88, 26.28, 7.1, ALERT: Salinity Error (26.28 PPT) | pH Error (7.1)
2026-07-23 19:42:35, 24.85, 5.76, 35.28, 8.12, ALERT: Temp Error (24.85°C)
2026-07-23 19:42:36, 20.83, 5.18, 26.36, 7.6, ALERT: Salinity Error (26.36 PPT)
2026-07-23 19:42:37, 14.09, 5.26, 31.81, 7.6, System Stable
2026-07-23 19:42:38, 25.15, 4.68, 30.71, 7.65, ALERT: Temp Error (25.15°C) | Low Oxygen (4.68 mg/L)
2026-07-23 19:42:39, 19.42, 7.72, 33.69, 8.73, ALERT: pH Error (8.73)
2026-07-23 19:42:40, 18.6, 8.49, 37.21, 7.94, ALERT: Salinity Error (37.21 PPT)
2026-07-23 19:42:41, 18.3, 6.14, 35.52, 8.58, ALERT: pH Error (8.58)
2026-07-23 19:42:42, 13.62, 6.93, 35.18, 7.38, ALERT: Temp Error (13.62°C) | pH Error (7.38)
2026-07-23 19:42:43, 16.74, 4.63, 27.57, 7.89, ALERT: Low Oxygen (4.63 mg/L) | Salinity Error (27.57 PPT)
2026-07-23 19:42:44, 16.36, 8.05, 30.62, 8.57, ALERT: pH Error (8.57)
2026-07-23 19:42:45, 24.89, 7.6, 37.28, 8.18, ALERT: Temp Error (24.89°C) | Salinity Error (37.28 PPT)
2026-07-23 19:42:46, 14.24, 6.91, 33.82, 8.08, System Stable
2026-07-23 19:42:47, 15.72, 5.94, 36.57, 7.89, ALERT: Salinity Error (36.57 PPT)
2026-07-23 19:42:48, 21.97, 7.81, 27.36, 8.68, ALERT: Salinity Error (27.36 PPT) | pH Error (8.68)
2026-07-23 19:42:49, 21.2, 7.57, 26.97, 7.58, ALERT: Salinity Error (26.97 PPT)
2026-07-23 19:42:50, 13.34, 4.31, 33.0, 7.22, ALERT: Temp Error (13.34°C) | Low Oxygen (4.31 mg/L) | pH Error (7.22)
2026-07-23 19:42:51, 15.76, 8.36, 27.16, 8.37, ALERT: Salinity Error (27.16 PPT)
2026-07-23 19:42:52, 23.13, 4.72, 28.68, 8.82, ALERT: Low Oxygen (4.72 mg/L) | pH Error (8.82)
2026-07-23 19:42:53, 21.15, 5.66, 29.97, 7.17, ALERT: pH Error (7.17)
2026-07-23 19:42:54, 15.72, 6.98, 33.15, 8.53, ALERT: pH Error (8.53)
2026-07-23 19:42:55, 23.27, 7.51, 28.6, 8.27, System Stable
2026-07-23 19:42:56, 14.47, 4.68, 35.6, 7.91, ALERT: Low Oxygen (4.68 mg/L)
2026-07-23 19:42:57, 25.68, 5.76, 27.87, 7.81, ALERT: Temp Error (25.68°C) | Salinity Error (27.87 PPT)
2026-07-23 19:42:58, 22.83, 4.95, 29.56, 7.79, ALERT: Low Oxygen (4.95 mg/L)
2026-07-23 19:42:59, 17.27, 5.39, 27.24, 7.53, ALERT: Salinity Error (27.24 PPT)
2026-07-23 19:43:00, 13.69, 4.97, 30.79, 8.1, ALERT: Temp Error (13.69°C) | Low Oxygen (4.97 mg/L)
2026-07-23 19:43:01, 20.92, 7.09, 34.52, 7.2, ALERT: pH Error (7.2)
2026-07-23 19:43:02, 25.05, 5.04, 28.71, 7.2, ALERT: Temp Error (25.05°C) | pH Error (7.2)
2026-07-23 19:43:03, 18.43, 6.99, 29.79, 8.24, System Stable
2026-07-23 19:43:04, 23.73, 6.06, 33.67, 7.89, System Stable
2026-07-23 19:43:05, 14.76, 8.45, 26.9, 8.68, ALERT: Salinity Error (26.9 PPT) | pH Error (8.68)
2026-07-23 19:43:06, 14.15, 5.81, 33.33, 8.71, ALERT: pH Error (8.71)
2026-07-23 19:43:07, 12.69, 6.46, 34.94, 8.27, ALERT: Temp Error (12.69°C)
2026-07-23 19:43:08, 13.25, 7.0, 26.2, 7.67, ALERT: Temp Error (13.25°C) | Salinity Error (26.2 PPT)
2026-07-23 19:43:09, 19.41, 5.1, 34.28, 8.18, System Stable
2026-07-23 19:43:10, 22.09, 8.26, 37.73, 8.32, ALERT: Salinity Error (37.73 PPT)
2026-07-23 19:43:11, 12.4, 5.29, 37.7, 7.32, ALERT: Temp Error (12.4°C) | Salinity Error (37.7 PPT) | pH Error (7.32)
2026-07-23 19:43:12, 19.14, 5.73, 33.65, 7.27, ALERT: pH Error (7.27)
2026-07-23 19:43:13, 13.29, 7.29, 27.91, 8.02, ALERT: Temp Error (13.29°C) | Salinity Error (27.91 PPT)
2026-07-23 19:43:14, 18.87, 5.68, 34.98, 7.96, System Stable
2026-07-23 19:43:15, 23.87, 4.0, 37.02, 8.46, ALERT: Low Oxygen (4.0 mg/L) | Salinity Error (37.02 PPT)
2026-07-23 19:43:16, 17.56, 7.2, 35.38, 8.63, ALERT: pH Error (8.63)
2026-07-23 19:43:17, 13.86, 4.24, 34.55, 8.15, ALERT: Temp Error (13.86°C) | Low Oxygen (4.24 mg/L)
2026-07-23 19:43:18, 12.22, 8.01, 32.31, 8.11, ALERT: Temp Error (12.22°C)
2026-07-23 19:43:19, 21.4, 5.96, 28.69, 7.54, System Stable
2026-07-23 19:43:20, 19.04, 8.48, 33.38, 7.26, ALERT: pH Error (7.26)
2026-07-23 19:43:21, 21.35, 5.07, 29.31, 7.24, ALERT: pH Error (7.24)
2026-07-23 19:43:22, 21.54, 5.12, 37.97, 7.41, ALERT: Salinity Error (37.97 PPT) | pH Error (7.41)
2026-07-23 19:43:23, 19.14, 6.61, 35.03, 7.98, System Stable
2026-07-23 19:43:24, 15.37, 4.42, 31.44, 8.66, ALERT: Low Oxygen (4.42 mg/L) | pH Error (8.66)
2026-07-23 19:43:25, 21.79, 6.44, 37.54, 8.58, ALERT: Salinity Error (37.54 PPT) | pH Error (8.58)
2026-07-23 19:43:26, 19.63, 5.56, 36.63, 7.03, ALERT: Salinity Error (36.63 PPT) | pH Error (7.03)
2026-07-23 19:43:27, 14.63, 5.04, 30.28, 7.78, System Stable
2026-07-23 19:43:28, 24.42, 7.1, 33.42, 7.88, ALERT: Temp Error (24.42°C)
2026-07-23 19:43:29, 17.1, 4.6, 36.62, 7.94, ALERT: Low Oxygen (4.6 mg/L) | Salinity Error (36.62 PPT)
2026-07-23 19:43:30, 23.09, 4.42, 35.72, 8.91, ALERT: Low Oxygen (4.42 mg/L) | pH Error (8.91)
2026-07-23 19:43:31, 15.49, 4.34, 26.92, 8.46, ALERT: Low Oxygen (4.34 mg/L) | Salinity Error (26.92 PPT)
2026-07-23 19:43:32, 14.25, 8.14, 32.88, 8.45, System Stable
2026-07-23 19:43:33, 14.08, 5.87, 27.52, 7.37, ALERT: Salinity Error (27.52 PPT) | pH Error (7.37)
2026-07-23 19:43:34, 17.87, 4.16, 33.28, 7.85, ALERT: Low Oxygen (4.16 mg/L)
2026-07-23 19:43:35, 16.33, 5.01, 29.78, 7.61, System Stable
2026-07-23 19:43:36, 12.17, 6.19, 34.2, 8.82, ALERT: Temp Error (12.17°C) | pH Error (8.82)
2026-07-23 19:43:37, 13.2, 5.02, 36.5, 8.54, ALERT: Temp Error (13.2°C) | Salinity Error (36.5 PPT) | pH Error (8.54)
2026-07-23 19:43:38, 17.98, 8.04, 35.53, 8.29, System Stable
2026-07-23 19:43:39, 15.22, 6.1, 31.24, 8.88, ALERT: pH Error (8.88)
2026-07-23 19:43:40, 24.23, 8.04, 30.7, 8.84, ALERT: Temp Error (24.23°C) | pH Error (8.84)
2026-07-23 19:43:41, 22.35, 6.91, 37.84, 8.81, ALERT: Salinity Error (37.84 PPT) | pH Error (8.81)
2026-07-23 19:43:42, 15.74, 7.64, 33.66, 7.68, System Stable
2026-07-23 19:43:43, 14.24, 6.51, 30.43, 7.27, ALERT: pH Error (7.27)
2026-07-23 19:43:44, 20.89, 8.03, 26.62, 7.53, ALERT: Salinity Error (26.62 PPT)
2026-07-23 19:43:45, 23.52, 7.08, 29.1, 8.39, System Stable
2026-07-23 19:43:46, 21.77, 4.47, 31.21, 7.26, ALERT: Low Oxygen (4.47 mg/L) | pH Error (7.26)
2026-07-23 19:43:47, 13.79, 7.26, 37.42, 8.78, ALERT: Temp Error (13.79°C) | Salinity Error (37.42 PPT) | pH Error (8.78)
2026-07-23 19:43:48, 19.06, 8.35, 26.59, 7.34, ALERT: Salinity Error (26.59 PPT) | pH Error (7.34)
2026-07-23 19:43:49, 16.18, 7.25, 28.47, 8.48, System Stable
2026-07-23 19:43:50, 25.15, 4.12, 31.02, 7.9, ALERT: Temp Error (25.15°C) | Low Oxygen (4.12 mg/L)
2026-07-23 19:43:51, 14.34, 7.25, 36.02, 7.09, ALERT: Salinity Error (36.02 PPT) | pH Error (7.09)
2026-07-23 19:43:52, 13.73, 4.37, 31.19, 7.34, ALERT: Temp Error (13.73°C) | Low Oxygen (4.37 mg/L) | pH Error (7.34)
2026-07-23 19:43:53, 21.92, 8.41, 37.32, 7.94, ALERT: Salinity Error (37.32 PPT)
2026-07-23 19:43:54, 17.08, 5.37, 37.82, 8.5, ALERT: Salinity Error (37.82 PPT)
2026-07-23 19:43:55, 17.94, 4.13, 30.95, 7.14, ALERT: Low Oxygen (4.13 mg/L) | pH Error (7.14)
2026-07-23 19:43:56, 17.18, 5.29, 26.45, 8.55, ALERT: Salinity Error (26.45 PPT) | pH Error (8.55)
2026-07-23 19:43:57, 14.6, 5.55, 34.94, 8.94, ALERT: pH Error (8.94)
2026-07-23 19:43:58, 16.21, 5.87, 33.68, 8.95, ALERT: pH Error (8.95)
2026-07-23 19:43:59, 25.95, 4.96, 27.88, 8.39, ALERT: Temp Error (25.95°C) | Low Oxygen (4.96 mg/L) | Salinity Error (27.88 PPT)
2026-07-23 19:44:00, 24.3, 5.77, 35.35, 7.52, ALERT: Temp Error (24.3°C)
2026-07-23 19:44:01, 24.49, 6.38, 32.75, 8.54, ALERT: Temp Error (24.49°C) | pH Error (8.54)
2026-07-23 19:44:02, 19.17, 4.31, 29.41, 7.39, ALERT: Low Oxygen (4.31 mg/L) | pH Error (7.39)
2026-07-23 19:44:03, 20.55, 5.77, 34.24, 8.96, ALERT: pH Error (8.96)
2026-07-23 19:44:04, 15.47, 4.71, 29.98, 7.85, ALERT: Low Oxygen (4.71 mg/L)
2026-07-23 19:44:05, 14.29, 5.81, 32.22, 7.71, System Stable
2026-07-23 19:44:06, 14.17, 5.28, 31.88, 8.23, System Stable
2026-07-23 19:44:07, 19.72, 5.11, 31.14, 8.82, ALERT: pH Error (8.82)
2026-07-23 19:44:08, 24.59, 8.26, 35.73, 8.2, ALERT: Temp Error (24.59°C)
2026-07-23 19:44:09, 15.49, 7.31, 28.71, 8.47, System Stable
2026-07-23 19:44:10, 20.1, 5.6, 29.57, 7.09, ALERT: pH Error (7.09)
2026-07-23 19:44:11, 15.34, 6.29, 32.35, 7.32, ALERT: pH Error (7.32)
2026-07-23 19:44:12, 12.12, 4.33, 30.0, 7.19, ALERT: Temp Error (12.12°C) | Low Oxygen (4.33 mg/L) | pH Error (7.19)
2026-07-23 19:44:13, 13.03, 5.4, 30.53, 7.48, ALERT: Temp Error (13.03°C) | pH Error (7.48)
2026-07-23 19:44:14, 21.92, 4.28, 28.32, 8.55, ALERT: Low Oxygen (4.28 mg/L) | pH Error (8.55)
2026-07-23 19:44:15, 19.36, 4.55, 33.1, 8.81, ALERT: Low Oxygen (4.55 mg/L) | pH Error (8.81)
2026-07-23 19:44:16, 22.09, 5.82, 31.22, 7.9, System Stable
2026-07-23 19:44:17, 24.45, 7.07, 28.68, 7.56, ALERT: Temp Error (24.45°C)
2026-07-23 19:44:18, 23.34, 7.59, 30.67, 7.74, System Stable
2026-07-23 19:44:19, 17.31, 6.01, 30.99, 8.81, ALERT: pH Error (8.81)
2026-07-23 19:44:20, 17.97, 8.22, 36.79, 7.95, ALERT: Salinity Error (36.79 PPT)
2026-07-23 19:44:21, 19.23, 8.11, 26.73, 8.65, ALERT: Salinity Error (26.73 PPT) | pH Error (8.65)
2026-07-23 19:44:22, 23.21, 8.18, 26.27, 8.79, ALERT: Salinity Error (26.27 PPT) | pH Error (8.79)
2026-07-23 19:44:23, 19.49, 6.33, 30.02, 8.71, ALERT: pH Error (8.71)
2026-07-23 19:44:24, 16.78, 6.08, 34.84, 8.68, ALERT: pH Error (8.68)
2026-07-23 19:44:25, 14.24, 7.53, 28.71, 8.16, System Stable
2026-07-23 19:44:26, 22.97, 4.54, 33.64, 7.66, ALERT: Low Oxygen (4.54 mg/L)
2026-07-23 19:44:27, 23.13, 4.19, 31.03, 8.11, ALERT: Low Oxygen (4.19 mg/L)
2026-07-23 19:44:28, 22.36, 8.49, 37.85, 7.18, ALERT: Salinity Error (37.85 PPT) | pH Error (7.18)
2026-07-23 19:44:29, 21.67, 5.87, 27.71, 7.37, ALERT: Salinity Error (27.71 PPT) | pH Error (7.37)
2026-07-23 19:44:30, 23.89, 7.99, 33.0, 7.15, ALERT: pH Error (7.15)
2026-07-23 19:44:31, 22.41, 4.48, 32.23, 7.55, ALERT: Low Oxygen (4.48 mg/L)
2026-07-23 19:44:32, 18.57, 6.28, 34.44, 7.76, System Stable
2026-07-23 19:44:33, 23.15, 8.34, 27.06, 8.59, ALERT: Salinity Error (27.06 PPT) | pH Error (8.59)
2026-07-23 19:44:34, 24.16, 6.06, 33.44, 7.75, ALERT: Temp Error (24.16°C)
2026-07-23 19:44:35, 21.85, 6.73, 31.81, 7.6, System Stable
2026-07-23 19:44:36, 15.48, 5.44, 33.06, 8.31, System Stable
2026-07-23 19:44:37, 24.3, 4.32, 26.23, 8.09, ALERT: Temp Error (24.3°C) | Low Oxygen (4.32 mg/L) | Salinity Error (26.23 PPT)
2026-07-23 19:44:38, 24.67, 4.22, 26.56, 8.37, ALERT: Temp Error (24.67°C) | Low Oxygen (4.22 mg/L) | Salinity Error (26.56 PPT)
2026-07-23 19:44:39, 18.74, 7.69, 29.03, 8.84, ALERT: pH Error (8.84)
2026-07-23 19:44:40, 13.68, 6.51, 35.44, 7.95, ALERT: Temp Error (13.68°C)
2026-07-23 19:44:41, 20.83, 5.78, 29.91, 7.53, System Stable
2026-07-23 19:44:42, 25.32, 4.13, 28.27, 8.92, ALERT: Temp Error (25.32°C) | Low Oxygen (4.13 mg/L) | pH Error (8.92)
2026-07-23 19:44:43, 25.01, 7.75, 32.58, 8.64, ALERT: Temp Error (25.01°C) | pH Error (8.64)
2026-07-23 19:44:44, 22.05, 8.11, 27.77, 8.5, ALERT: Salinity Error (27.77 PPT)
2026-07-23 19:44:45, 19.45, 6.62, 34.97, 7.52, System Stable
2026-07-23 19:44:46, 22.16, 4.83, 34.01, 8.51, ALERT: Low Oxygen (4.83 mg/L) | pH Error (8.51)
2026-07-23 19:44:47, 12.03, 4.72, 32.24, 8.16, ALERT: Temp Error (12.03°C) | Low Oxygen (4.72 mg/L)
2026-07-23 19:44:48, 12.91, 7.65, 32.87, 8.07, ALERT: Temp Error (12.91°C)
2026-07-23 19:44:49, 19.49, 6.87, 37.07, 8.94, ALERT: Salinity Error (37.07 PPT) | pH Error (8.94)
2026-07-23 19:44:50, 21.16, 8.34, 28.89, 8.94, ALERT: pH Error (8.94)
2026-07-23 19:44:51, 19.65, 7.29, 36.85, 8.85, ALERT: Salinity Error (36.85 PPT) | pH Error (8.85)
2026-07-23 19:44:52, 15.93, 4.9, 31.32, 8.49, ALERT: Low Oxygen (4.9 mg/L)
2026-07-23 19:44:53, 25.73, 6.43, 34.0, 8.79, ALERT: Temp Error (25.73°C) | pH Error (8.79)
2026-07-23 19:44:54, 17.93, 7.95, 35.0, 8.69, ALERT: pH Error (8.69)
2026-07-23 19:44:55, 21.96, 6.23, 32.67, 7.35, ALERT: pH Error (7.35)
2026-07-23 19:44:56, 15.22, 6.64, 37.4, 8.16, ALERT: Salinity Error (37.4 PPT)
2026-07-23 19:44:57, 22.91, 7.09, 33.12, 8.14, System Stable
2026-07-23 19:44:58, 18.01, 7.32, 32.8, 7.78, System Stable
2026-07-23 19:44:59, 25.39, 6.17, 32.56, 7.45, ALERT: Temp Error (25.39°C) | pH Error (7.45)
2026-07-23 19:45:00, 20.64, 7.65, 28.12, 7.18, ALERT: pH Error (7.18)
2026-07-23 19:45:01, 18.53, 6.64, 29.04, 7.93, System Stable
2026-07-23 19:45:02, 14.89, 5.77, 37.11, 7.69, ALERT: Salinity Error (37.11 PPT)
2026-07-23 19:45:03, 19.07, 7.02, 37.33, 8.44, ALERT: Salinity Error (37.33 PPT)
2026-07-23 19:45:04, 24.64, 5.95, 30.32, 8.62, ALERT: Temp Error (24.64°C) | pH Error (8.62)
2026-07-23 19:45:05, 20.3, 8.46, 26.47, 8.96, ALERT: Salinity Error (26.47 PPT) | pH Error (8.96)
2026-07-23 19:45:06, 18.83, 5.96, 26.47, 7.6, ALERT: Salinity Error (26.47 PPT)
2026-07-23 19:45:07, 22.55, 4.59, 29.08, 7.92, ALERT: Low Oxygen (4.59 mg/L)
2026-07-23 19:45:08, 12.45, 4.11, 33.13, 7.63, ALERT: Temp Error (12.45°C) | Low Oxygen (4.11 mg/L)
2026-07-23 19:45:09, 24.92, 4.73, 32.66, 8.02, ALERT: Temp Error (24.92°C) | Low Oxygen (4.73 mg/L)
2026-07-23 19:45:10, 22.65, 7.69, 37.36, 7.82, ALERT: Salinity Error (37.36 PPT)
2026-07-23 19:45:11, 24.57, 5.42, 35.52, 8.96, ALERT: Temp Error (24.57°C) | pH Error (8.96)
2026-07-23 19:45:12, 12.09, 6.97, 35.1, 8.64, ALERT: Temp Error (12.09°C) | pH Error (8.64)
2026-07-23 19:45:13, 16.02, 8.14, 35.98, 8.09, System Stable
2026-07-23 19:45:14, 20.21, 7.87, 26.01, 7.75, ALERT: Salinity Error (26.01 PPT)
2026-07-23 19:45:15, 13.49, 5.31, 34.83, 7.21, ALERT: Temp Error (13.49°C) | pH Error (7.21)
2026-07-23 19:45:16, 21.28, 6.39, 36.68, 7.42, ALERT: Salinity Error (36.68 PPT) | pH Error (7.42)
2026-07-23 19:45:17, 20.53, 5.98, 34.76, 7.88, System Stable
2026-07-23 19:45:18, 24.06, 8.5, 35.28, 8.65, ALERT: Temp Error (24.06°C) | pH Error (8.65)
2026-07-23 19:45:19, 14.47, 7.42, 37.92, 8.54, ALERT: Salinity Error (37.92 PPT) | pH Error (8.54)
2026-07-23 19:45:20, 18.19, 5.02, 27.2, 7.13, ALERT: Salinity Error (27.2 PPT) | pH Error (7.13)
2026-07-23 19:45:21, 20.15, 4.6, 34.99, 7.15, ALERT: Low Oxygen (4.6 mg/L) | pH Error (7.15)
2026-07-23 19:45:22, 14.89, 5.92, 31.48, 8.66, ALERT: pH Error (8.66)
2026-07-23 19:45:23, 24.46, 8.06, 36.41, 8.11, ALERT: Temp Error (24.46°C) | Salinity Error (36.41 PPT)
2026-07-23 19:45:24, 20.29, 6.25, 32.81, 8.48, System Stable
2026-07-23 19:45:25, 23.78, 8.38, 32.74, 7.09, ALERT: pH Error (7.09)
2026-07-23 19:45:26, 25.02, 6.05, 37.65, 8.73, ALERT: Temp Error (25.02°C) | Salinity Error (37.65 PPT) | pH Error (8.73)
2026-07-23 19:45:27, 21.69, 5.35, 26.98, 7.21, ALERT: Salinity Error (26.98 PPT) | pH Error (7.21)
2026-07-23 19:45:28, 24.79, 5.99, 31.27, 7.06, ALERT: Temp Error (24.79°C) | pH Error (7.06)
2026-07-23 19:45:29, 22.81, 7.85, 32.3, 7.58, System Stable
2026-07-23 19:45:30, 19.88, 6.48, 31.33, 8.52, ALERT: pH Error (8.52)
2026-07-23 19:45:31, 15.25, 6.15, 27.06, 7.27, ALERT: Salinity Error (27.06 PPT) | pH Error (7.27)
2026-07-23 19:45:32, 21.85, 4.44, 29.36, 8.06, ALERT: Low Oxygen (4.44 mg/L)
2026-07-23 19:45:33, 17.48, 6.76, 36.2, 7.26, ALERT: Salinity Error (36.2 PPT) | pH Error (7.26)
2026-07-23 19:45:34, 15.28, 6.04, 26.52, 7.5, ALERT: Salinity Error (26.52 PPT)
2026-07-23 19:45:35, 20.48, 5.13, 32.91, 8.04, System Stable
2026-07-23 19:45:36, 21.79, 7.8, 36.35, 8.7, ALERT: Salinity Error (36.35 PPT) | pH Error (8.7)
2026-07-23 19:45:37, 19.8, 5.72, 35.92, 7.67, System Stable
2026-07-23 19:45:38, 25.75, 5.99, 30.02, 7.83, ALERT: Temp Error (25.75°C)
2026-07-23 19:45:39, 14.85, 8.0, 26.53, 7.18, ALERT: Salinity Error (26.53 PPT) | pH Error (7.18)
2026-07-23 19:45:40, 13.8, 5.33, 32.23, 7.98, ALERT: Temp Error (13.8°C)
2026-07-23 19:45:41, 19.01, 6.21, 35.6, 8.99, ALERT: pH Error (8.99)
2026-07-23 19:45:42, 12.64, 7.9, 27.46, 8.25, ALERT: Temp Error (12.64°C) | Salinity Error (27.46 PPT)
2026-07-23 19:45:43, 22.23, 7.82, 30.38, 8.33, System Stable
2026-07-23 19:45:44, 19.48, 4.49, 28.55, 7.13, ALERT: Low Oxygen (4.49 mg/L) | pH Error (7.13)
2026-07-23 19:45:45, 24.58, 4.46, 26.85, 7.66, ALERT: Temp Error (24.58°C) | Low Oxygen (4.46 mg/L) | Salinity Error (26.85 PPT)
2026-07-23 19:45:46, 18.56, 6.93, 27.7, 8.43, ALERT: Salinity Error (27.7 PPT)
2026-07-23 19:45:47, 13.67, 4.94, 35.89, 7.13, ALERT: Temp Error (13.67°C) | Low Oxygen (4.94 mg/L) | pH Error (7.13)
2026-07-23 19:45:48, 15.02, 4.33, 26.72, 8.77, ALERT: Low Oxygen (4.33 mg/L) | Salinity Error (26.72 PPT) | pH Error (8.77)
2026-07-23 19:45:49, 12.24, 7.02, 31.42, 8.54, ALERT: Temp Error (12.24°C) | pH Error (8.54)
2026-07-23 19:45:50, 24.11, 8.24, 26.14, 8.36, ALERT: Temp Error (24.11°C) | Salinity Error (26.14 PPT)
2026-07-23 19:45:51, 15.91, 7.87, 37.21, 7.92, ALERT: Salinity Error (37.21 PPT)
2026-07-23 19:45:52, 15.98, 7.44, 27.12, 7.43, ALERT: Salinity Error (27.12 PPT) | pH Error (7.43)
2026-07-23 19:45:53, 22.25, 7.07, 29.34, 7.19, ALERT: pH Error (7.19)
2026-07-23 19:45:54, 23.17, 4.52, 27.84, 7.09, ALERT: Low Oxygen (4.52 mg/L) | Salinity Error (27.84 PPT) | pH Error (7.09)
2026-07-23 19:45:55, 22.87, 7.49, 35.56, 8.71, ALERT: pH Error (8.71)
2026-07-23 19:45:56, 13.06, 7.76, 37.72, 8.51, ALERT: Temp Error (13.06°C) | Salinity Error (37.72 PPT) | pH Error (8.51)
2026-07-23 19:45:57, 21.3, 4.8, 34.51, 7.7, ALERT: Low Oxygen (4.8 mg/L)
2026-07-23 19:45:58, 20.85, 5.94, 29.44, 8.39, System Stable
2026-07-23 19:45:59, 24.24, 5.94, 35.23, 8.32, ALERT: Temp Error (24.24°C)
2026-07-23 19:46:00, 12.09, 7.14, 35.26, 8.36, ALERT: Temp Error (12.09°C)
2026-07-23 19:46:01, 20.22, 4.87, 31.9, 7.68, ALERT: Low Oxygen (4.87 mg/L)
2026-07-23 19:46:02, 14.65, 4.87, 27.83, 8.03, ALERT: Low Oxygen (4.87 mg/L) | Salinity Error (27.83 PPT)
2026-07-23 19:46:03, 17.62, 5.52, 31.69, 8.64, ALERT: pH Error (8.64)
2026-07-23 19:46:04, 19.88, 7.67, 30.21, 8.55, ALERT: pH Error (8.55)
2026-07-23 19:46:05, 22.87, 5.02, 37.39, 7.86, ALERT: Salinity Error (37.39 PPT)
2026-07-23 19:46:06, 23.9, 4.42, 30.43, 8.71, ALERT: Low Oxygen (4.42 mg/L) | pH Error (8.71)
2026-07-23 19:46:07, 21.55, 8.44, 31.39, 7.45, ALERT: pH Error (7.45)
2026-07-23 19:46:08, 12.85, 6.0, 36.31, 7.47, ALERT: Temp Error (12.85°C) | Salinity Error (36.31 PPT) | pH Error (7.47)
2026-07-23 19:46:09, 17.53, 5.76, 28.33, 8.53, ALERT: pH Error (8.53)
2026-07-23 19:46:10, 12.35, 6.23, 35.37, 7.74, ALERT: Temp Error (12.35°C)
2026-07-23 19:46:11, 23.64, 4.31, 34.45, 8.91, ALERT: Low Oxygen (4.31 mg/L) | pH Error (8.91)
2026-07-23 19:46:12, 25.51, 5.43, 28.59, 8.89, ALERT: Temp Error (25.51°C) | pH Error (8.89)
2026-07-23 19:46:13, 17.96, 5.61, 35.03, 7.67, System Stable
2026-07-23 19:46:14, 19.46, 7.46, 36.83, 8.98, ALERT: Salinity Error (36.83 PPT) | pH Error (8.98)
2026-07-23 19:46:15, 25.4, 5.85, 33.25, 7.47, ALERT: Temp Error (25.4°C) | pH Error (7.47)
2026-07-23 19:46:16, 15.64, 4.63, 32.79, 8.48, ALERT: Low Oxygen (4.63 mg/L)
2026-07-23 19:46:17, 21.91, 5.32, 30.82, 8.88, ALERT: pH Error (8.88)
2026-07-23 19:46:18, 15.33, 8.02, 35.71, 7.74, System Stable
2026-07-23 19:46:19, 22.28, 7.99, 32.63, 7.04, ALERT: pH Error (7.04)
2026-07-23 19:46:20, 12.77, 6.28, 36.23, 7.33, ALERT: Temp Error (12.77°C) | Salinity Error (36.23 PPT) | pH Error (7.33)
2026-07-23 19:46:21, 23.92, 7.25, 31.76, 7.41, ALERT: pH Error (7.41)
2026-07-23 19:46:22, 23.93, 5.64, 27.65, 7.05, ALERT: Salinity Error (27.65 PPT) | pH Error (7.05)
2026-07-23 19:46:23, 25.65, 4.53, 35.23, 8.47, ALERT: Temp Error (25.65°C) | Low Oxygen (4.53 mg/L)
2026-07-23 19:46:24, 12.56, 7.55, 31.68, 8.55, ALERT: Temp Error (12.56°C) | pH Error (8.55)
2026-07-23 19:46:25, 14.15, 5.67, 32.8, 8.18, System Stable
2026-07-23 19:46:26, 21.65, 5.55, 33.75, 8.92, ALERT: pH Error (8.92)
2026-07-23 19:46:27, 13.86, 7.62, 27.42, 7.76, ALERT: Temp Error (13.86°C) | Salinity Error (27.42 PPT)
2026-07-23 19:46:28, 23.45, 7.35, 32.42, 7.82, System Stable
2026-07-23 19:46:29, 23.52, 5.35, 30.57, 7.43, ALERT: pH Error (7.43)
2026-07-23 19:46:30, 23.59, 4.12, 30.94, 8.41, ALERT: Low Oxygen (4.12 mg/L)
2026-07-23 19:46:31, 20.69, 7.88, 26.38, 7.05, ALERT: Salinity Error (26.38 PPT) | pH Error (7.05)
2026-07-23 19:46:32, 13.87, 6.43, 31.01, 7.53, ALERT: Temp Error (13.87°C)
2026-07-23 19:46:33, 13.53, 6.3, 29.87, 7.62, ALERT: Temp Error (13.53°C)
2026-07-23 19:46:34, 12.68, 4.83, 32.8, 7.8, ALERT: Temp Error (12.68°C) | Low Oxygen (4.83 mg/L)
2026-07-23 19:46:35, 17.29, 6.66, 30.61, 7.97, System Stable
